qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
APCK01000412.1	UniRef50_UPI00237C199B	93.6	78	5	0	28	261	77	154	1.10E-32	146.7	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCK01000412.1	UniRef50_A0A182JGX5	94.9	78	4	0	28	261	1	78	1.80E-32	146	UniRef50_A0A182JGX5 ribonuclease P n=2 Tax=Anopheles TaxID=7164 RepID=A0A182JGX5_ANOAO
APCK01000412.1	UniRef50_UPI00237C199B	94.3	228	13	0	40	723	1	228	1.60E-115	423.3	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCK01000412.1	UniRef50_A0A182UDV6	93	228	16	0	40	723	293	520	3.40E-113	415.6	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCK01000412.1	UniRef50_UPI0020FFD448	92.6	229	17	0	40	726	32	260	4.50E-113	415.2	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCK01000412.1	UniRef50_Q7PUQ6	93	228	16	0	40	723	1	228	5.80E-113	414.8	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
APCK01000412.1	UniRef50_Q7PUN2	83.8	229	37	0	40	726	77	305	1.20E-102	380.6	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCL01001900.1	UniRef50_P0CG54	73.6	121	25	2	88	450	197	310	5.80E-37	161.8	UniRef50_P0CG54 Polyubiquitin-B n=4 Tax=Bilateria TaxID=33213 RepID=UBB_CAVPO
APCL01001900.1	UniRef50_A0A1E1WLD9	92	87	7	0	172	432	18	104	2.90E-36	159.5	UniRef50_A0A1E1WLD9 Ubiquitin-like domain-containing protein n=1 Tax=Pectinophora gossypiella TaxID=13191 RepID=A0A1E1WLD9_PECGO
APCL01001900.1	UniRef50_H2RAM8	72.7	128	27	2	88	469	260	379	2.90E-36	159.5	UniRef50_H2RAM8 Ubiquitin C n=2 Tax=Opisthokonta TaxID=33154 RepID=H2RAM8_PANTR
APCL01001900.1	UniRef50_A0A4W2CUP5	74.2	120	24	2	88	447	1033	1145	4.90E-36	158.7	UniRef50_A0A4W2CUP5 Ubiquitin-like domain-containing protein n=10 Tax=Bilateria TaxID=33213 RepID=A0A4W2CUP5_BOBOX
APCL01001900.1	UniRef50_UPI0003C01648	74.2	120	24	2	88	447	805	917	4.90E-36	158.7	UniRef50_UPI0003C01648 polyubiquitin-C n=1 Tax=Bos mutus TaxID=72004 RepID=UPI0003C01648
APCL01000989.1	UniRef50_UPI0020FFD448	98.2	228	4	0	28	711	32	259	7.00E-119	434.5	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCL01000989.1	UniRef50_Q7PUQ6	98.2	228	4	0	28	711	1	228	7.00E-119	434.5	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
APCL01000989.1	UniRef50_A0A182UDV6	97.8	228	5	0	28	711	293	520	1.60E-118	433.3	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCL01000989.1	UniRef50_UPI00237C199B	96.1	228	9	0	28	711	1	228	1.30E-117	430.3	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCL01000989.1	UniRef50_Q7PUN2	85.1	228	34	0	28	711	77	304	8.30E-104	384.4	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCL01000989.1	UniRef50_A0A667XDC0	94	83	5	0	1	249	37	119	1.30E-35	156.4	UniRef50_A0A667XDC0 Ubiquitin-like domain-containing protein n=11 Tax=Eukaryota TaxID=2759 RepID=A0A667XDC0_9TELE
APCL01000989.1	UniRef50_UPI00187DB804	96.3	81	3	0	7	249	17	97	3.00E-35	155.2	UniRef50_UPI00187DB804 polyubiquitin-C isoform X3 n=1 Tax=Bradysia coprophila TaxID=38358 RepID=UPI00187DB804
APCL01000989.1	UniRef50_A0A8C4BG07	96.3	81	3	0	7	249	10	90	5.10E-35	154.5	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
APCL01000989.1	UniRef50_A0A423TU39	95.1	82	4	0	4	249	170	251	5.10E-35	154.5	UniRef50_A0A423TU39 Ubiquitin-like domain-containing protein n=1 Tax=Penaeus vannamei TaxID=6689 RepID=A0A423TU39_PENVA
APCL01000989.1	UniRef50_A0A1J4MZ88	100	78	0	0	16	249	45	122	5.10E-35	154.5	UniRef50_A0A1J4MZ88 Ubiquitin family protein n=2 Tax=Eukaryota TaxID=2759 RepID=A0A1J4MZ88_9CRYT
APCL01000929.1	UniRef50_A0A6A4T6T4	100	228	0	0	1	684	1508	1735	3.90E-122	445.3	UniRef50_A0A6A4T6T4 Uncharacterized protein n=4 Tax=root TaxID=1 RepID=A0A6A4T6T4_SCOMX
APCL01000929.1	UniRef50_F7IUE6	100	228	0	0	1	684	838	1065	3.90E-122	445.3	UniRef50_F7IUE6 AGAP001971-PA n=11 Tax=Bilateria TaxID=33213 RepID=F7IUE6_ANOGA
APCL01000929.1	UniRef50_A0A4Y0BGR5	100	228	0	0	1	684	686	913	3.90E-122	445.3	UniRef50_A0A4Y0BGR5 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A4Y0BGR5_ANOFN
APCL01000929.1	UniRef50_Q17000	100	228	0	0	1	684	458	685	3.90E-122	445.3	UniRef50_Q17000 Polyubiquitin n=6 Tax=Bilateria TaxID=33213 RepID=Q17000_ARTSF
APCL01000929.1	UniRef50_A0A672M1Q0	100	228	0	0	1	684	458	685	3.90E-122	445.3	UniRef50_A0A672M1Q0 Polyubiquitin-C n=6 Tax=Eukaryota TaxID=2759 RepID=A0A672M1Q0_SINGR
APCL01000989.1	UniRef50_Q7PUN2	98.7	298	4	0	52	945	1	298	9.80E-161	573.9	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCL01000989.1	UniRef50_UPI0020FFD448	86.5	304	41	0	34	945	26	329	4.60E-142	511.9	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCL01000989.1	UniRef50_UPI00237C199B	80.2	303	55	1	52	945	77	379	2.50E-132	479.6	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCL01000989.1	UniRef50_A0A084VHL4	71	307	80	1	52	945	1	307	1.30E-117	430.6	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
APCL01000989.1	UniRef50_UPI00273CEA08	69.6	299	90	1	52	945	77	375	3.60E-115	422.5	UniRef50_UPI00273CEA08 LOW QUALITY PROTEIN: polyubiquitin-C-like n=1 Tax=Topomyia yanbarensis TaxID=2498891 RepID=UPI00273CEA08
APCL01001561.1	UniRef50_A0A4Y7NKT8	88.2	93	10	1	67	342	270	362	1.30E-35	156.8	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
APCL01001561.1	UniRef50_A0A7L2G2F6	98.7	79	1	0	103	339	8	86	2.30E-35	156	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
APCL01001561.1	UniRef50_A0A8C1JM59	96.3	82	3	0	94	339	19	100	2.30E-35	156	UniRef50_A0A8C1JM59 Ubiquitin-ribosomal protein eL40 fusion protein n=14 Tax=Eukaryota TaxID=2759 RepID=A0A8C1JM59_CYPCA
APCL01001561.1	UniRef50_A0A091V1F5	98.7	79	1	0	103	339	8	86	2.30E-35	156	UniRef50_A0A091V1F5 Ubiquitin-40S ribosomal protein S27a (Fragment) n=10 Tax=root TaxID=1 RepID=A0A091V1F5_NIPNI
APCL01001561.1	UniRef50_A0A433SXW3	100	78	0	0	106	339	13	90	3.00E-35	155.6	UniRef50_A0A433SXW3 Ubiquitin-ribosomal protein eL40 fusion protein (Fragment) n=4 Tax=cellular organisms TaxID=131567 RepID=A0A433SXW3_ELYCH
APCM01009690.1	UniRef50_A0A3Q0JF84	100	78	0	0	1	234	2279	2356	1.60E-35	156	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
APCM01009690.1	UniRef50_P62972	100	78	0	0	1	234	90	167	1.60E-35	156	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
APCM01009690.1	UniRef50_A0A803J2T3	100	78	0	0	1	234	911	988	1.60E-35	156	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
APCM01009690.1	UniRef50_UPI00237C199B	100	78	0	0	1	234	1904	1981	1.60E-35	156	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCM01009690.1	UniRef50_Q04232	100	78	0	0	1	234	988	1065	1.60E-35	156	UniRef50_Q04232 Genome polyprotein (Fragment) n=1 Tax=Bovine viral diarrhea virus TaxID=11099 RepID=Q04232_BVDV
APCM01000060.1	UniRef50_A0A4Y7NKT8	98.7	79	1	0	4	240	284	362	1.60E-35	156	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
APCM01000060.1	UniRef50_A0A7L2G2F6	98.7	79	1	0	1	237	8	86	1.60E-35	156	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
APCM01000060.1	UniRef50_A0A091V1F5	98.7	79	1	0	1	237	8	86	1.60E-35	156	UniRef50_A0A091V1F5 Ubiquitin-40S ribosomal protein S27a (Fragment) n=10 Tax=root TaxID=1 RepID=A0A091V1F5_NIPNI
APCM01000060.1	UniRef50_A0A433SXW3	100	78	0	0	4	237	13	90	2.10E-35	155.6	UniRef50_A0A433SXW3 Ubiquitin-ribosomal protein eL40 fusion protein (Fragment) n=4 Tax=cellular organisms TaxID=131567 RepID=A0A433SXW3_ELYCH
APCM01000060.1	UniRef50_A0A212FHW0	100	78	0	0	7	240	253	330	3.60E-35	154.8	UniRef50_A0A212FHW0 Ribosome biogenesis protein NSA2 homolog n=15 Tax=Protostomia TaxID=33317 RepID=A0A212FHW0_DANPL
APCM01011454.1	UniRef50_Q7PUN2	94.5	236	12	1	58	765	68	302	6.30E-118	431.4	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCM01011454.1	UniRef50_UPI0020FFD448	92.8	236	16	1	58	765	99	333	5.00E-115	421.8	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCM01011454.1	UniRef50_UPI00237C199B	82.6	241	36	2	58	765	68	307	3.10E-104	386	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCM01011454.1	UniRef50_A0A182UDV6	82.6	236	41	0	58	765	283	518	7.50E-103	381.3	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCM01011454.1	UniRef50_Q7PUQ6	84.5	226	35	0	88	765	1	226	5.40E-101	375.2	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
APCM01014384.1	UniRef50_A0A4Y7NKT8	93.6	78	5	0	28	261	277	354	3.10E-32	145.2	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
APCM01014384.1	UniRef50_A0A8C4BG07	89	82	9	0	16	261	2	83	6.90E-32	144.1	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
APCM01014384.1	UniRef50_Q7RJC6	90	80	8	0	22	261	25	104	6.90E-32	144.1	UniRef50_Q7RJC6 Ubiquitin n=1 Tax=Plasmodium yoelii yoelii TaxID=73239 RepID=Q7RJC6_PLAYO
APCM01014384.1	UniRef50_A0A8J2JGE6	94.7	75	4	0	37	261	58	132	1.20E-31	143.3	UniRef50_A0A8J2JGE6 Uncharacterized protein n=1 Tax=Allacma fusca TaxID=39272 RepID=A0A8J2JGE6_9HEXA
APCM01014384.1	UniRef50_A0A7L2G2F6	91.1	79	7	0	25	261	1	79	1.50E-31	142.9	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
APCM01002128.1	UniRef50_A0A3B6U3H3	84.9	93	14	0	85	363	8	100	1.10E-35	157.1	UniRef50_A0A3B6U3H3 Ubiquitin-like domain-containing protein n=10 Tax=Mesangiospermae TaxID=1437183 RepID=A0A3B6U3H3_WHEAT
APCM01002128.1	UniRef50_A0A3M0KHF6	87.2	94	12	0	82	363	2	95	1.40E-35	156.8	UniRef50_A0A3M0KHF6 Ubiquitin-like domain-containing protein n=18 Tax=Bilateria TaxID=33213 RepID=A0A3M0KHF6_HIRRU
APCM01002128.1	UniRef50_H2RFH8	98.7	79	1	0	118	354	101	179	1.90E-35	156.4	UniRef50_H2RFH8 KxDL motif-containing protein 1 n=52 Tax=Eukaryota TaxID=2759 RepID=H2RFH8_PANTR
APCM01002128.1	UniRef50_A0A0V0Z8L6	94	83	5	0	115	363	8	90	2.40E-35	156	UniRef50_A0A0V0Z8L6 Polyubiquitin-B n=35 Tax=Trichinella TaxID=6333 RepID=A0A0V0Z8L6_9BILA
APCM01002128.1	UniRef50_A0A8S3WMF9	97.5	81	2	0	121	363	80	160	2.40E-35	156	UniRef50_A0A8S3WMF9 (apollo) hypothetical protein n=5 Tax=Endopterygota TaxID=33392 RepID=A0A8S3WMF9_PARAO
APCM01011454.1	UniRef50_A0A8C9Y6K9	91.1	90	8	0	46	315	45	134	1.30E-37	163.3	UniRef50_A0A8C9Y6K9 Ubiquitin B n=3 Tax=Euteleostomi TaxID=117571 RepID=A0A8C9Y6K9_SANLU
APCM01011454.1	UniRef50_A0A7K9B015	95.3	86	4	0	58	315	1	86	3.00E-37	162.2	UniRef50_A0A7K9B015 UBIQP protein (Fragment) n=4 Tax=Eukaryota TaxID=2759 RepID=A0A7K9B015_DRONO
APCM01011454.1	UniRef50_A0A814EQ92	95.3	85	4	0	61	315	429	513	3.90E-37	161.8	UniRef50_A0A814EQ92 Uncharacterized protein n=4 Tax=Bilateria TaxID=33213 RepID=A0A814EQ92_9BILA
APCM01011454.1	UniRef50_Q5CRJ4	96.4	84	3	0	64	315	8	91	3.90E-37	161.8	UniRef50_Q5CRJ4 Polyubiquitin with 3 Ub domains (Fragment) n=3 Tax=Eukaryota TaxID=2759 RepID=Q5CRJ4_CRYPI
APCM01011454.1	UniRef50_UPI0024BEDB20	98.8	82	1	0	70	315	530	611	5.00E-37	161.4	UniRef50_UPI0024BEDB20 polyubiquitin-B isoform X2 n=1 Tax=Pseudoliparis swirei TaxID=2059687 RepID=UPI0024BEDB20
APCM01011454.1	UniRef50_UPI0020FFD448	96.9	229	7	0	1	687	32	260	1.10E-118	433.7	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCM01011454.1	UniRef50_Q7PUQ6	97.4	228	6	0	1	684	1	228	1.50E-118	433.3	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
APCM01011454.1	UniRef50_A0A182UDV6	96.9	228	7	0	1	684	293	520	3.30E-118	432.2	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCM01011454.1	UniRef50_UPI00237C199B	94.3	228	13	0	1	684	1	228	1.40E-116	426.8	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCM01011454.1	UniRef50_Q7PUN2	83	229	39	0	1	687	77	305	1.50E-102	380.2	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCN01002500.1	UniRef50_A0A8S3WMF9	68.3	126	30	1	16	393	52	167	8.20E-37	161	UniRef50_A0A8S3WMF9 (apollo) hypothetical protein n=5 Tax=Endopterygota TaxID=33392 RepID=A0A8S3WMF9_PARAO
APCN01002500.1	UniRef50_A0A8C4BG07	83.8	99	15	0	101	393	3	100	3.10E-36	159.1	UniRef50_A0A8C4BG07 Ubiquitin-like domain-containing protein n=7 Tax=Bilateria TaxID=33213 RepID=A0A8C4BG07_9TELE
APCN01002500.1	UniRef50_A0A653D7M7	74.8	111	25	1	70	393	69	179	5.30E-36	158.3	UniRef50_A0A653D7M7 Ubiquitin-like domain-containing protein n=3 Tax=Bilateria TaxID=33213 RepID=A0A653D7M7_CALMS
APCN01002500.1	UniRef50_A0A183N2T0	71.4	119	34	0	37	393	183	301	5.30E-36	158.3	UniRef50_A0A183N2T0 Ubiquitin-like domain-containing protein n=2 Tax=Schistosoma margrebowiei TaxID=48269 RepID=A0A183N2T0_9TREM
APCN01002500.1	UniRef50_A0A3M0KHF6	87.9	91	11	0	121	393	12	102	9.10E-36	157.5	UniRef50_A0A3M0KHF6 Ubiquitin-like domain-containing protein n=18 Tax=Bilateria TaxID=33213 RepID=A0A3M0KHF6_HIRRU
APCN01000281.1	UniRef50_A0A3Q0JF84	100	31	0	0	1	93	2357	2387	9.40E-08	62.4	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
APCN01000281.1	UniRef50_P62975	100	31	0	0	1	93	1	31	9.40E-08	62.4	UniRef50_P62975 Ubiquitin n=67 Tax=root TaxID=1 RepID=UBIQ_RABIT
APCN01000281.1	UniRef50_A0A8J6L7V4	100	31	0	0	1	93	1	31	9.40E-08	62.4	UniRef50_A0A8J6L7V4 Ubiquitin-ribosomal protein eL40 fusion protein n=2 Tax=Protostomia TaxID=33317 RepID=A0A8J6L7V4_TENMO
APCN01000281.1	UniRef50_P62972	100	31	0	0	1	93	92	122	9.40E-08	62.4	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
APCN01000281.1	UniRef50_A0A803J2T3	100	31	0	0	1	93	913	943	9.40E-08	62.4	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
APCN01000282.1	UniRef50_Q7PR02	100	119	0	0	1	357	185	303	6.30E-60	237.7	UniRef50_Q7PR02 AGAP002599-PA n=3 Tax=Bilateria TaxID=33213 RepID=Q7PR02_ANOGA
APCN01000282.1	UniRef50_UPI002AC8D8CE	98.3	119	2	0	1	357	869	987	2.00E-58	232.6	UniRef50_UPI002AC8D8CE polyubiquitin-C n=1 Tax=Anopheles gambiae TaxID=7165 RepID=UPI002AC8D8CE
APCN01000282.1	UniRef50_A0A3Q0JF84	98.3	119	2	0	1	357	2237	2355	7.70E-58	230.7	UniRef50_A0A3Q0JF84 LOW QUALITY PROTEIN: uncharacterized protein LOC103519968 n=6 Tax=Eukaryota TaxID=2759 RepID=A0A3Q0JF84_DIACI
APCN01000282.1	UniRef50_P62972	98.3	119	2	0	1	357	48	166	7.70E-58	230.7	UniRef50_P62972 Polyubiquitin (Fragment) n=258 Tax=cellular organisms TaxID=131567 RepID=UBIQP_XENLA
APCN01000282.1	UniRef50_A0A803J2T3	98.3	119	2	0	1	357	869	987	7.70E-58	230.7	UniRef50_A0A803J2T3 Ubiquitin-like domain-containing protein n=29 Tax=Bilateria TaxID=33213 RepID=A0A803J2T3_XENTR
APCN01002488.1	UniRef50_A0A4Y7NKT8	98.7	79	1	0	22	258	284	362	1.70E-35	156	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
APCN01002488.1	UniRef50_A0A7L2G2F6	98.7	79	1	0	19	255	8	86	1.70E-35	156	UniRef50_A0A7L2G2F6 UBIQP protein (Fragment) n=6 Tax=Euteleostomi TaxID=117571 RepID=A0A7L2G2F6_NYCGR
APCN01002488.1	UniRef50_A0A091V1F5	98.7	79	1	0	19	255	8	86	1.70E-35	156	UniRef50_A0A091V1F5 Ubiquitin-40S ribosomal protein S27a (Fragment) n=10 Tax=root TaxID=1 RepID=A0A091V1F5_NIPNI
APCN01002488.1	UniRef50_A0A433SXW3	100	78	0	0	22	255	13	90	2.30E-35	155.6	UniRef50_A0A433SXW3 Ubiquitin-ribosomal protein eL40 fusion protein (Fragment) n=4 Tax=cellular organisms TaxID=131567 RepID=A0A433SXW3_ELYCH
APCN01002488.1	UniRef50_A0A8C9NL19	93	86	6	0	1	258	46	131	3.00E-35	155.2	UniRef50_A0A8C9NL19 Ubiquitin-ribosomal protein eS31 fusion protein n=6 Tax=Amniota TaxID=32524 RepID=A0A8C9NL19_SERCA
APCN01002055.1	UniRef50_Q7PUQ6	100	229	0	0	1	687	1	229	7.20E-121	441	UniRef50_Q7PUQ6 AGAP001970-PA n=18 Tax=cellular organisms TaxID=131567 RepID=Q7PUQ6_ANOGA
APCN01002055.1	UniRef50_A0A182UDV6	99.6	229	1	0	1	687	293	521	1.60E-120	439.9	UniRef50_A0A182UDV6 Ubiquitin-like domain-containing protein n=1 Tax=Anopheles melas TaxID=34690 RepID=A0A182UDV6_9DIPT
APCN01002055.1	UniRef50_UPI0020FFD448	100	228	0	0	1	684	32	259	2.10E-120	439.5	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCN01002055.1	UniRef50_UPI00237C199B	96.1	228	9	0	1	684	1	228	2.80E-117	429.1	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCN01002055.1	UniRef50_A0A084VHL4	82.7	237	32	1	1	684	1	237	1.40E-103	383.6	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
APCN01002055.1	UniRef50_UPI0024BEDB20	94.7	245	13	0	1	735	516	760	4.80E-123	448.4	UniRef50_UPI0024BEDB20 polyubiquitin-B isoform X2 n=1 Tax=Pseudoliparis swirei TaxID=2059687 RepID=UPI0024BEDB20
APCN01002055.1	UniRef50_UPI00237C199B	93.6	250	10	1	4	735	896	1145	1.10E-122	447.2	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCN01002055.1	UniRef50_A0A151NSC4	100	229	0	0	49	735	41	269	1.10E-122	447.2	UniRef50_A0A151NSC4 Scavenger receptor class B member 1 isoform A n=17 Tax=Bilateria TaxID=33213 RepID=A0A151NSC4_ALLMI
APCN01002055.1	UniRef50_A0A3P9ME82	100	229	0	0	49	735	491	719	1.10E-122	447.2	UniRef50_A0A3P9ME82 Ubiquitin B n=17 Tax=Bilateria TaxID=33213 RepID=A0A3P9ME82_ORYLA
APCN01002055.1	UniRef50_A0A3P9JTM9	100	229	0	0	49	735	550	778	1.10E-122	447.2	UniRef50_A0A3P9JTM9 Ubiquitin B n=1 Tax=Oryzias latipes TaxID=8090 RepID=A0A3P9JTM9_ORYLA
APCN01002055.1	UniRef50_Q7PUN2	100	308	0	0	37	960	1	308	1.20E-166	593.6	UniRef50_Q7PUN2 AGAP001969-PA n=20 Tax=Eukaryota TaxID=2759 RepID=Q7PUN2_ANOGA
APCN01002055.1	UniRef50_UPI0020FFD448	87.5	304	38	0	37	948	32	335	3.40E-145	522.3	UniRef50_UPI0020FFD448 polyubiquitin-B-like n=2 Tax=Bilateria TaxID=33213 RepID=UPI0020FFD448
APCN01002055.1	UniRef50_UPI00237C199B	80.4	312	56	1	37	957	77	388	1.70E-136	493.4	UniRef50_UPI00237C199B LOW QUALITY PROTEIN: uncharacterized protein LOC128731526 n=1 Tax=Anopheles nili TaxID=185578 RepID=UPI00237C199B
APCN01002055.1	UniRef50_A0A084VHL4	71.2	313	81	1	37	948	1	313	1.70E-120	440.3	UniRef50_A0A084VHL4 Ubiquitin-like domain-containing protein n=8 Tax=Eukaryota TaxID=2759 RepID=A0A084VHL4_ANOSI
APCN01002055.1	UniRef50_UPI00273CEA08	69.8	308	92	1	37	957	77	384	4.20E-119	435.6	UniRef50_UPI00273CEA08 LOW QUALITY PROTEIN: polyubiquitin-C-like n=1 Tax=Topomyia yanbarensis TaxID=2498891 RepID=UPI00273CEA08
APHL01000225.1	UniRef50_A0A8T2K464	87.9	91	11	0	34	306	34	124	5.00E-36	158.3	UniRef50_A0A8T2K464 Ubiquitin-like domain-containing protein n=4 Tax=Bilateria TaxID=33213 RepID=A0A8T2K464_9PIPI
APHL01000225.1	UniRef50_A0A4Y7NKT8	90.8	87	8	0	43	303	275	361	5.00E-36	158.3	UniRef50_A0A4Y7NKT8 Ribosome biogenesis protein NSA2 homolog n=73 Tax=Eukaryota TaxID=2759 RepID=A0A4Y7NKT8_9CRUS
APHL01000225.1	UniRef50_G1SF46	90.9	88	8	0	43	306	49	136	1.10E-35	157.1	UniRef50_G1SF46 Ubiquitin B n=9 Tax=Bilateria TaxID=33213 RepID=G1SF46_RABIT
APHL01000225.1	UniRef50_A0A3P9ME82	82.2	101	14	1	4	306	472	568	1.40E-35	156.8	UniRef50_A0A3P9ME82 Ubiquitin B n=17 Tax=Bilateria TaxID=33213 RepID=A0A3P9ME82_ORYLA
APHL01000225.1	UniRef50_A0A667XDC0	80	100	20	0	7	306	21	120	1.40E-35	156.8	UniRef50_A0A667XDC0 Ubiquitin-like domain-containing protein n=11 Tax=Eukaryota TaxID=2759 RepID=A0A667XDC0_9TELE
